"MinTemp","MaxTemp","Rainfall","Humidity9am","Humidity3pm","RainTomorrow"
6.2,22.2,0,94,46,0
22.5,39.4,0,16,4,0
24.9,31.5,2,71,75,1
9.1,21.4,0,53,34,0
18.5,24.9,0,63,61,0
5.8,13.5,0.2,92,70,0
6.5,13.7,0.2,51,57,0
13.2,19.1,3,62,54,0
22.4,33,0,61,49,0
14,15.7,14.8,96,93,1
6.5,14.8,0,87,67,1
28.5,44,0,8,9,0
4.4,18.3,0.4,98,59,0
23.3,37.8,0,41,13,0
13.5,19.6,26.2,91,58,0
20.3,24.4,3.4,80,91,1
18.2,25.9,0,80,47,0
15.9,26.1,0,66,60,0
7.8,15.4,0.4,76,53,1
-2,14.9,0,75,52,0
11.4,18.6,42,80,86,0
0.2,11.3,0.4,98,89,1
4.6,12.3,9.2,88,60,1
21.1,29.7,0,57,63,0
10.3,21.3,9.8,59,46,0
12.7,17,12.8,63,63,1
11,19.5,0,88,72,0
10.5,17.3,4.6,83,43,0
15,17.3,43.4,81,72,1
19.9,31.7,0,68,32,0
16.2,23,0.8,46,31,0
13,18.5,7.6,92,93,1
16.8,33.2,0,56,32,0
4.7,20,0,78,38,0
10.8,30.3,0,48,30,0
23.7,32.7,91,90,65,1
15.4,30.1,0,60,38,0
19.1,27.5,0,58,70,0
15,17.9,0,54,60,0
17.7,34.8,0,78,27,0
11.1,25.3,0.2,47,32,0
11.4,22.6,0,76,48,0
5.9,17.4,0.2,100,71,0
12.3,33,0,51,20,1
12.4,24.8,0,71,41,0
5,14.2,0,75,51,0
16.1,31.7,5,83,47,1
7.3,20.7,0,77,29,0
15,22.2,0,56,56,0
9.6,20.9,1.4,67,47,0
10.8,24.4,0,75,51,0
6.8,24.8,0,73,26,0
5.1,19.1,0,71,53,0
3.4,15.7,0.2,100,65,0
12.5,20.4,0,90,55,0
14.3,29.5,0,39,25,0
11.3,21.9,0,70,57,0
19.9,31.2,10.6,67,72,1
21.5,35.1,0,39,28,1
8.5,14.3,2.2,87,60,1
14.9,23.8,0,76,82,0
17.6,24.2,0,49,42,0
15,30,0,70,36,1
10,32.9,0,39,35,0
17.9,24.9,0.2,84,78,1
4,18.7,0,68,45,0
6.1,27.9,0,36,12,0
15,21.5,0,84,78,0
10.5,25.4,0,68,34,1
3.5,19.1,0,100,58,0
9,23.1,0,58,46,0
5.8,12.7,1.4,74,61,0
1.2,4.6,21.4,98,98,1
21.8,31.2,0,41,46,0
13.3,16.4,7.6,69,53,0
15,23.5,0,78,66,0
20,26.1,3,92,68,0
14.6,20.8,0,45,92,1
18.6,29.8,46.4,98,57,0
-0.8,15.8,0.2,70,57,0
20.3,31.5,0,53,43,0
10.4,12.6,24.2,55,68,1
15.8,29.1,0,39,39,0
9.9,17.5,0,49,53,0
12.7,17.5,0,81,72,0
11.4,19.1,0,50,36,0
10.6,16.9,0,45,43,0
4.2,14,0,74,44,0
1.8,5.9,0,98,98,0
9.4,24.1,0,68,35,0
11.7,19.2,11.2,93,66,0
14,17.8,0.2,53,61,0
10.7,31.7,0,20,9,0
13.2,20.8,0,64,62,0
7.7,26.5,0,27,12,1
14,25,0,76,37,0
9.9,17.5,2.6,63,57,0
1.1,10.2,0.2,59,69,1
7.4,24.3,0,85,45,0
11.3,23.5,0,57,29,0
21.7,35.2,0,37,26,0
5.4,17.1,0,89,54,0
9.4,14.6,0,37,27,0
20.7,33,0,47,24,0
-0.2,16,0,80,53,0
6.3,22.7,0.4,56,36,0
10.6,16.3,0,54,59,0
4.8,12.3,2.6,87,68,1
3.2,13.4,5,77,65,0
16.6,26.4,6.6,74,50,0
5.7,22.2,0,77,50,0
7,18.7,1.4,95,73,0
13.6,22.5,0,69,50,0
16.9,30.3,14,92,41,0
5.6,16.8,0,86,35,0
19.8,41.8,0,44,13,0
22.8,33.6,1.6,92,93,1
12.4,24.4,0,74,48,0
7.5,28,0,51,24,1
12,14.2,0,75,63,0
14.2,21.1,0,75,62,1
13.1,17.1,0,73,58,0
20,25.1,0,80,56,0
25.2,32.6,1.6,63,67,0
16.8,38.1,0,25,11,0
20.4,24,0,42,49,0
17.2,33.7,0,53,24,0
4.6,21.7,0,63,34,0
9.1,32.1,0,46,15,0
9.6,20.9,0,62,35,0
16.9,32.9,0.2,70,26,0
14.6,25.1,0,72,74,0
11.2,28,0,67,36,0
17,21.6,0.8,79,68,1
0.5,13.4,0,99,56,0
4.2,11.7,4.6,91,67,0
20.8,28.8,15.2,93,76,0
9.4,19.8,2.6,77,77,1
17.5,22.7,2.6,60,57,0
10.2,22.9,0,50,50,0
16.8,27,10.8,68,45,0
4,16.1,21,77,65,0
10.5,15.2,0,84,64,0
8.7,20.4,0,98,44,0
15.2,23.6,0,70,68,0
15.1,23.7,21.2,94,51,1
7.3,15.2,0,63,50,1
9.3,33.1,0,58,15,0
20.7,28.9,58.4,84,79,1
9.7,14.4,2.8,100,100,1
7.3,19.2,0,47,40,0
11.8,18.5,0.2,75,52,0
12.6,23.5,0,51,22,0
9.3,16.4,0,60,44,0
1.7,19.2,0.6,70,49,0
15.3,22.1,0,69,59,0
7.4,17.7,0.2,73,55,0
10.8,23.5,0,49,25,0
13.1,20.3,0.2,53,45,0
15.7,25.9,0,68,85,1
13.2,25.1,0,65,62,0
8.8,13.6,0,79,59,0
-3.3,12.3,0.8,76,51,0
16.4,29.9,2,61,46,1
8,26.8,0,96,44,0
13.9,37.5,0,39,17,0
15,28.8,0,83,53,0
7.4,17.6,2,100,64,0
16,34.3,0,19,10,0
16.9,28.1,0,77,71,0
12.9,19.2,48.4,94,90,1
13.2,29.7,0,30,21,0
10.2,18.8,4.6,79,53,0
21.7,29.7,0,77,71,0
20.7,31.3,3.6,79,53,0
9.3,13,0,82,72,1
18.6,40,0,70,20,0
16.5,22.6,0,62,72,0
10.1,15.6,16.2,94,66,1
7.7,13.3,0.2,86,75,0
7.5,17.8,0,59,33,0
17.6,36,0.8,64,26,0
4.6,19,2.2,60,45,0
0.5,15.6,0.2,88,49,0
12.8,22.7,0,55,55,1
16.2,25.3,0,47,45,0
3,17.5,0,72,36,0
2.3,18.6,0,100,57,0
23.8,29.2,15.8,86,80,1
9.6,19.9,0,46,25,0
11.7,29.4,0,36,53,0
18.9,30.6,0.2,40,32,0
-0.2,17.4,0,63,30,0
17.4,26.7,0.2,60,41,0
20.7,27.9,1.6,99,84,1
10.1,31,0,63,23,0
4.2,17.2,0,67,37,0
16.6,26.1,8,91,57,1
18,25.3,0,62,68,0
8.2,20.2,0.8,86,58,1
22,30,3.2,77,69,0
13.3,22.2,0.2,56,33,0
6.9,17.3,0.2,56,56,0
1.1,21.3,0,90,31,0
19.8,35.8,0,21,43,0
21.6,29.6,0,69,67,0
18.1,27.5,0.6,70,57,0
0.8,20.5,0,70,24,0
-2.4,14.4,0.2,99,60,0
19,33.7,0,63,36,0
10.2,33.6,0,52,25,0
1.9,16,0,58,37,0
6.6,26.8,0,63,23,0
14.1,25.1,0,64,53,0
1.8,13.9,0.2,95,55,0
6.4,12.4,0,78,77,0
21.9,32.3,0,66,58,0
21.9,39.1,0,50,27,0
16.4,28.6,1,49,34,0
15.2,23.6,4.8,98,43,0
9.5,12.8,22.2,93,83,1
-0.1,11.5,0,98,78,0
7.4,15,2.6,79,56,0
20.6,26.1,0,57,54,0
4,20.1,0.2,74,37,0
6.9,13,1.2,95,86,0
3.3,17.1,0.6,99,45,0
20.9,43.8,0,78,19,0
16.2,30.2,34,65,56,0
12,26.3,25.6,67,40,0
18.6,39.7,0,66,12,0
9.7,17.3,1.6,84,50,0
21.5,33.4,0,22,16,0
7.2,19.2,0,71,33,0
-0.5,11.8,0.2,99,64,0
23.1,36.2,0,31,19,0
9.6,16.6,0,99,100,1
2.3,17.9,0,99,48,0
21.9,28.1,41,92,66,0
7.1,25.7,0,54,22,0
15.4,24.2,1.8,70,51,0
6.8,22.2,0,61,41,0
10.1,21.9,0,62,47,0
22.6,39.8,9,60,17,0
0.9,14,0.2,98,73,0
18.1,30.9,17.2,64,71,0
17.3,25.4,0,72,58,0
3.7,16.1,0.2,95,61,0
13.5,23.7,0,51,43,0
12.3,16.5,0.2,78,90,0
23.4,30,0,70,57,0
0.5,17.7,0,97,44,0
9.5,38.1,0,15,9,0
12.6,18.2,3.6,54,50,0
12,17.5,22.2,64,66,1
9.6,14.7,27,85,71,1
21.2,28,0,55,55,0
9.4,16.5,0,56,80,1
14.9,31,0,49,24,0
12,26.6,0,77,48,0
23.3,27.6,53.4,93,78,1
14.3,29.3,0,51,35,0
6.7,19.5,0,75,45,0
4.4,20.5,0,79,48,0
20.1,33.5,19.2,91,48,0
13.7,23.3,0.4,70,51,0
18.6,28.4,2.6,68,65,1
10.3,14.7,3.2,94,76,1
20.2,24.5,0,70,67,0
19.8,29.2,0,52,65,0
12.4,22,0,67,74,1
9.8,14.4,0.2,64,55,0
1,15.9,0,67,54,0
21.2,41.8,0,26,19,0
3.8,17.8,0,68,45,0
12,18.8,0,63,42,0
19.9,28.1,0,73,55,0
5.9,19.4,0,94,46,0
21.1,32.7,0,24,26,0
11.2,23.9,0,45,44,0
20.7,26.8,0,63,79,1
6.2,24.9,0,37,17,0
1.3,17,0,65,52,0
0.7,14.7,0,68,48,0
8,20.3,0,90,48,0
1.1,16.7,0,94,62,0
13.8,26.2,0,56,31,0
12.9,27.5,0,55,28,0
14.1,22.4,1.4,82,48,0
14.3,25.8,0,78,74,0
16.1,27.2,0,56,65,0
6.1,14.4,0.6,99,91,1
11.1,25.6,0,69,73,0
18.3,21.8,0,65,66,1
14.2,19.8,15.2,94,78,0
9.1,28.1,0,22,10,0
10.5,25.9,0,67,42,1
18.4,34.7,0,34,15,1
16.8,25.4,1.6,83,72,1
16.2,31.5,0,21,12,0
2.9,13.3,0,75,52,0
3.3,22,0,41,18,0
2.6,11.6,0,88,75,1
18.5,26.9,11.8,68,63,0
20.9,24.1,0,67,69,0
4.9,13.8,1,93,64,0
1.9,18.2,4.8,83,55,0
11.7,34.3,0,50,17,1
21.2,31.7,0,48,38,0
12.2,20.6,0,71,68,0
3,11.7,0.8,79,65,0
8.8,29,0,60,26,0
5.8,20.2,0,83,56,0
15.6,27,0,88,49,0
3.3,25.5,0,31,18,0
12.5,28.4,0,71,31,0
8.5,21.3,0,62,56,0
14.7,29.2,0,66,38,0
19.9,36.2,0,38,20,0
17.7,27.2,2.6,69,48,0
4.4,21.5,0,40,20,0
8.9,33.2,0,53,7,0
10.5,16.1,2.4,81,71,1
7,19.2,0,98,69,1
19.3,35.4,0,45,18,0
16.5,20.3,5.8,90,88,1
11.2,14.4,2.8,89,80,1
8.4,17.5,0,52,40,0
20.7,35.3,0,56,29,0
7,15.5,0,67,59,0
18.8,36.6,0,72,41,0
19.4,22.4,60,100,100,1
5,20.3,0,74,43,0
19.2,24.8,0,83,59,0
7.2,20.1,0,49,31,0
6.4,13.8,4.2,84,65,0
13.4,31.1,0,51,20,0
6.7,23.9,0,55,32,0
11.9,24.3,0,87,52,0
16.7,31.5,0,20,20,0
20.9,40.7,0,26,8,0
19.1,38.5,0,43,17,0
20,25.8,0,68,65,0
16,33.7,0,70,28,0
9.2,23.3,0,64,24,0
15.1,22.4,0.2,94,53,1
19.2,26.5,0,34,39,0
4.2,22,0,71,42,0
17.8,26,34.4,80,65,0
15.6,25.3,0.8,72,51,0
3.2,21.1,0.2,72,49,0
8.1,19.6,0,58,46,0
14.1,21.7,28.4,98,83,1
9.1,16.5,2.2,65,42,0
0.3,15.6,0,60,38,0
6.6,16.9,0.2,87,52,0
23,31.7,5.2,66,74,1
14,29.4,0,64,31,0
7,18.4,0,76,39,0
11.9,25.4,0.4,92,45,0
22.4,31.5,7.8,57,49,0
9.1,28,0,42,16,0
7.2,18.9,0,71,37,1
7.7,12.5,4,98,92,1
23.2,30.8,1.2,70,84,1
19.3,28.8,0.2,69,54,0
19.5,34.8,0,72,38,0
23.8,29.8,22.4,79,72,1
13.3,29.7,0,71,40,1
11.2,19.1,0,56,61,0
14.9,22.8,0,66,52,0
23.9,41,0,8,12,0
11.9,20.2,4,69,78,1
14.7,26.4,0,67,58,0
12.3,23.2,0,53,44,0
17.4,32.5,0,73,56,0
5.8,13.5,0.1,89,79,1
17.7,28.1,10.2,89,66,1
8.1,12.9,1.4,90,82,1
13.7,37.2,0,15,7,0
19.4,27.4,0,60,29,0
18,29.2,0,81,50,0
15.8,20.7,0,80,67,0
17.7,26.3,3.8,87,64,0
29.1,34,0,78,71,1
7.8,16.5,3,68,54,0
12.9,25.7,7.2,94,39,0
9.5,23,0,70,40,0
22.3,28.7,0,91,100,1
14.6,18.3,2.8,72,73,1
16.6,33.8,0,64,29,0
2,13.2,0.2,98,55,0
13.1,25.8,0,69,52,0
9,14.3,0,80,65,0
6.2,10,24.6,74,82,1
8.3,27,0,59,41,0
7.9,15.7,28,94,94,1
18.4,28.9,0,30,8,0
11.4,27,0,48,24,0
5.4,13.7,0.2,95,79,1
10.8,19.5,0,64,59,1
19.8,34.2,2.2,45,25,0
12.9,25.8,0,39,32,0
5,14,0,98,66,0
9.1,23.7,0,99,61,0
2.3,17.5,0,73,38,0
12.7,23.3,0,51,30,0
13.7,30.3,0,54,39,0
12,30.4,0,95,32,0
11.5,33.9,0,45,13,0
1.9,16.2,0,85,39,0
5.2,15.5,0,78,58,1
16.1,38.3,0,42,21,0
9.5,18,0.2,56,41,0
14,21.8,0,73,52,0
22.6,33.1,0,76,44,0
6,16.6,0,85,64,0
28.7,34.9,0,73,74,0
11.2,18.3,0.4,79,69,1
6,19.2,0,47,32,0
14.3,22,1.7,67,67,1
3.9,19.9,0,88,59,1
9.9,17.1,0,56,68,1
13,26.5,0,78,38,0
23.1,26.1,39.2,92,91,1
10.6,27.3,0,59,30,0
2.7,19.2,0,35,17,0
11.3,17.1,1.2,73,91,1
20.1,28.4,0,77,63,0
14,26.1,0,68,31,0
11.1,23.1,0,61,41,1
4.6,18.6,0,58,34,0
19.9,21.2,0,84,82,1
8.1,24.7,0,59,31,0
0.2,17.8,0,100,50,1
14.1,36,0,74,18,0
6.8,18.2,8.8,47,45,0
9.2,17.2,0,63,75,0
16.8,24.7,7.6,68,64,0
7.9,26.8,0,66,34,0
6.4,15.5,0,77,66,1
10.9,18.1,0,63,72,1
9.7,26,0,45,24,0
18.9,23.4,14,96,95,1
-2,18,0,58,44,0
12.1,25,0,73,44,0
10,24.8,0,50,29,0
7.9,15.2,31.4,100,64,1
17,26.3,1.6,44,15,0
12.2,25.8,0,59,60,0
10.9,26.6,0,63,48,0
16,33.5,0,34,15,0
13.8,19.5,0,74,75,0
3.4,16.4,0,74,61,0
10.4,24.8,0,87,58,0
24.8,32.2,0.8,83,91,1
13.7,21.2,0,56,31,0
5.2,27.6,0,52,21,0
3.5,23.9,0,82,24,1
17.1,39.8,0,19,17,0
17.3,27.7,0,73,59,0
26.8,40.3,0,36,15,0
15.6,34.5,0,44,23,0
10.8,19.6,0,43,38,0
19.5,36.6,1.2,48,25,0
13.4,24.8,0,63,49,0
22.4,28.1,0,61,57,0
16.4,28.2,0,71,48,0
12.8,16.4,0,69,62,0
21,30.2,0,63,52,0
14,18.8,6.2,94,73,1
10.5,36.4,0,44,9,0
16.4,29.3,0,59,54,0
11.4,22.1,0,77,53,0
19.4,28.3,0,78,71,0
10,25.2,0,63,21,0
9.7,14.3,0,71,73,1
24.2,32.5,0,59,52,0
14.5,29.4,0,41,18,0
13.2,26.5,0,49,28,0
23.3,27,0,66,76,0
16.4,21.8,0,92,81,0
-0.9,13.7,0,85,49,0
17.8,24.5,0.2,68,56,0
17.2,23.7,0,83,64,1
17.3,32.7,0,59,21,0
12.8,20.6,0,88,69,0
14.1,21.1,1.6,54,34,0
2.3,17.3,0,61,40,0
17.1,21.6,0.2,88,62,0
9.7,15.5,0,69,54,0
6.8,20.7,0,80,47,0
4.5,16,0,66,37,0
19.7,27.9,1.2,58,56,0
13,26,0,54,43,0
7,13.3,0,82,69,1
18.8,24.6,28,83,77,1
1.1,18.4,0,83,31,0
0.2,14.9,0,74,45,1
8.6,20,0,57,49,1
14.8,28.8,0.2,59,39,0
8.5,20.4,0,37,39,1
24.7,31.3,0.4,74,93,1
13.9,19.7,0,74,63,0
11.5,30.6,0,70,41,0
11.1,21,0,47,39,0
3.4,18.4,4.4,79,52,0
11,18.3,0,62,49,0
1.6,17.2,0,77,51,0
18.7,30.9,1.4,99,49,0
18.5,32.7,28.8,64,35,0
5.7,16.2,4.2,89,45,1
5.4,9.4,5.6,97,94,0
0.9,16.1,0,75,42,0
23.3,32.6,0,68,38,1
10.1,19.6,12.2,96,55,0
3.8,12.9,0,97,59,0
24.2,31.8,0,69,67,0
6.1,17.2,0,74,57,0
-1.7,18.8,0,76,37,0
14.4,29,0,47,23,0
6.8,14.3,1,51,57,0
16,28.8,4.8,76,42,0
11.1,21.6,1.2,55,43,0
10.7,20.5,0,87,58,0
7.4,16.9,0,100,66,0
20.9,26.4,0,76,57,0
17.4,32.6,2.2,62,45,1
8.3,19.1,0,73,39,0
5.4,12.7,8.6,82,73,0
15.7,20.8,14.6,97,77,0
7.6,13,0,78,71,0
6.8,26,0,34,14,0
16.7,30.2,0,52,33,0
10.3,17.3,16.4,75,62,0
13.1,31.7,0,39,21,0
21.3,28.4,0,61,63,0
11.8,14.6,0,100,99,1
19,25,0.2,64,55,0
19.8,30.7,0,74,43,0
-1.4,12.5,0,83,48,0
9.4,20.3,0.6,94,68,1
9.1,15.3,0,46,60,0
13,17.2,5.8,100,99,1
8.4,19.7,0,66,49,0
8.2,23.9,0,61,32,0
13.1,15.7,1.6,76,88,1
3.1,16.9,0,100,63,0
15.4,33.1,0,48,39,0
25.2,32.8,4,69,83,1
10.8,32.1,0,42,23,1
5.5,15.8,3.8,96,95,1
10.2,17.8,0,57,91,1
16.7,36,0,6,7,0
13.7,28.5,0,46,24,0
14.4,24.7,0,65,54,0
10.3,13.1,19,97,93,0
9.4,19.4,1.8,51,36,0
7.3,20.8,0.2,77,49,1
6.1,22.6,0,49,41,0
12.4,22.4,0,82,65,0
13.8,18.6,22.2,90,68,1
5.8,17.3,0,69,70,0
14.3,23,0,67,51,1
14,29.3,0,51,64,0
4.5,15.8,0,86,63,0
16.4,30.2,0,33,81,0
12.1,28,0,50,28,0
20.3,27.6,0,72,57,0
15.7,22.5,5.8,90,65,0
13.2,20.3,0.2,59,49,0
23.7,33.1,2.6,71,47,1
8.5,11.5,0.3,91,73,0
19.4,25.5,0,71,72,0
21.9,29,0.2,74,76,0
-3.2,10.8,0,96,48,0
8,15.1,0.8,62,46,1
12,22.4,0,47,44,0
13.4,20.4,0.2,69,52,0
9.1,14.7,0,86,92,0
20.6,24.1,0,41,46,0
1.1,18.6,0.4,56,48,0
11.4,21,0,61,44,0
16.9,32.8,0,35,55,0
9.3,24.6,0,73,40,0
-1.2,23,0,50,15,0
13.3,17.1,1.6,58,53,0
13.1,21.9,0,75,52,1
10.7,27.3,0,52,36,0
20.9,23.8,0,89,88,1
1.3,19.5,0,49,33,0
14.1,23.4,1.6,48,28,0
12.3,17.5,0,63,38,0
2.1,21.7,0,51,31,0
7.7,14.8,0,46,85,1
15.2,21.6,1,40,47,0
2,16,0,92,59,0
7.8,16.9,0,81,57,1
6.1,23.4,0,52,34,0
15,36.3,0,30,8,0
12.7,21.4,0,63,31,0
24.5,31.9,0,62,79,1
11,16.4,8.6,96,86,0
5.9,14.3,0,91,54,0
10.2,19.5,0,53,42,0
17.7,35.4,0,71,48,1
8.9,19.8,9.8,79,36,0
15.8,21.9,1.4,51,41,1
11.9,28.7,4,100,36,0
16,33.1,0,58,34,1
12.4,18,2.6,77,73,1
0.6,17.7,0,84,37,0
17.6,25.3,0,62,62,0
24.2,30.8,0,74,61,1
17.8,20.5,0,88,93,1
20.1,27.7,0,70,55,0
12.3,23.1,0,75,70,0
11.8,24.1,0,55,53,0
17.5,23.3,0,70,57,0
14.4,33.3,0,77,35,0
12.2,19.5,6.8,96,79,1
24.8,29.6,0,76,87,1
20,30.4,0,60,54,0
18.2,25.7,4.4,89,64,0
14.7,38.8,0,3,4,0
19.9,25.4,0.2,71,62,0
11.3,15.7,1,89,67,0
17.6,33.7,0,55,20,0
4.1,21.8,0,78,32,0
11.5,22.9,5.8,74,59,0
4.1,11.9,2.2,90,83,1
2.4,18.1,0,68,43,0
9.2,18.4,7.4,70,50,0
12.8,27.5,0.2,89,52,0
1.2,15.9,0,61,19,0
6.6,14.3,0.4,97,67,1
15.2,27.8,0,47,52,0
13.2,18.2,11.2,77,74,1
14.3,21.2,0.2,39,29,0
7.4,20.9,0,53,48,0
17.7,20.1,0,88,99,1
11,29.3,7.4,46,28,0
6.4,12.9,17.2,73,57,1
9.8,20.1,0.4,75,58,0
7.2,15.9,27.6,89,84,1
13.1,29.4,0,75,50,0
8.6,19.4,0,79,64,0
1,6.6,6.6,100,98,1
2.9,18.2,0.2,97,38,0
6,17.9,0,43,33,1
6.2,15.6,0.6,70,63,1
19.6,32.8,0,37,19,0
16.5,21.2,43,96,42,1
23.3,34.3,0,65,43,0
18.9,26.6,3.4,75,64,1
14.2,23.4,0.2,31,21,0
20.6,22.9,21,96,92,1
18.8,36.5,0,64,23,0
3.6,10,0.6,100,93,0
0,7.9,1.4,100,99,0
0.4,18.6,0,81,37,0
17.2,26.9,0,53,37,0
8.5,22.9,0,50,46,0
16.9,22.7,0,73,70,0
5.7,25.1,0,47,21,1
22.3,26.7,0,84,77,1
2.1,7,10.4,97,97,1
19,27.1,5,67,57,1
17.8,24,0,98,63,0
11.4,16.9,1.2,89,70,1
8.7,19.6,0,46,33,0
12.7,20.2,0,33,30,0
17.2,34,0,62,16,0
19.4,33.5,0,26,20,0
18.2,37.2,0,87,25,0
16.2,33.9,0,45,19,0
12.7,15.4,8.8,93,89,1
19.5,28.5,0.2,84,59,0
7.2,24.8,0,59,25,0
13.6,32.4,0,76,47,0
7.2,13.2,1,99,64,0
-4,14.8,0,54,20,0
1.6,16,5,75,55,0
3.8,15.5,0,74,46,0
0.9,14.8,0,99,50,0
10.9,17.4,0,69,60,0
12.8,23.6,0,48,44,0
20.6,36.5,0,38,20,0
8.6,26.8,0,63,81,0
21.1,26.7,0,56,70,0
7.4,21.7,0,100,54,1
15.9,22,0,94,77,0
6.8,24.4,0,66,33,0
22.7,29.4,49.8,93,80,1
12.7,32.5,0.4,80,26,0
11.1,22.2,0,43,40,1
10.1,21.9,0,73,55,0
20.7,28.5,4.4,77,51,0
9.1,25.8,0,98,45,0
21.1,27.6,143.8,100,79,1
12.9,23,0,57,60,0
9.7,15.3,1.6,82,49,0
5.3,18.8,0,72,42,0
12.2,21.2,0,79,45,0
22.5,34.9,0,28,19,0
7.7,12.9,0,68,60,0
6.9,12.1,16.8,97,94,1
12.2,21.8,2,99,66,1
9.2,24,0,51,31,0
0.5,18.5,0,49,29,0
8.5,15.6,5.8,73,67,0
7.5,16.7,0,64,54,1
10.8,29.6,0,47,24,0
9.1,11.9,9.2,95,87,1
8.4,26.7,0,42,21,0
15.8,28.2,0,58,41,0
12.5,24.6,0,77,57,0
14.5,22.2,0.2,73,52,0
9.5,17.6,0,63,66,1
3,14.4,2.2,99,77,0
16.2,31.5,0,50,22,0
13.2,27.9,0,51,30,0
18,22,0.6,90,72,0
7.5,12.7,2.4,100,100,1
15.5,32,0,51,25,1
19,26.3,0,77,73,0
19.8,23.8,0,58,54,0
8.7,17.4,11,53,51,0
18.4,31.3,0,74,48,0
13.8,31.7,0,75,35,0
8.2,19.3,0,63,60,0
15,31.2,0,62,21,0
11.9,24.5,0,42,56,0
10,18.2,9.8,75,42,0
5,28,0,53,23,0
0.5,15.3,0,79,46,0
8,23.9,0,44,46,1
9.4,26.1,0,51,41,0
15.1,36.7,0,22,11,0
19.9,34.2,0,51,29,0
23.7,34.8,0,45,35,0
9.6,22.6,0,57,32,0
20.7,29.4,0,91,76,0
8.4,25.7,0,97,52,0
7.7,22.9,0,27,22,0
0.3,17.8,0,100,36,0
13.1,24.5,0,61,49,0
20,27.5,26.8,97,60,0
12.2,16.3,0.6,70,68,0
19,30.5,0.2,67,56,1
18.8,26.3,0,80,66,0
8.5,16.8,3.4,91,83,1
13.6,20.2,0,59,64,0
14.4,22.9,7,65,49,0
12.1,26.9,0,44,30,0
13.5,23.9,0,48,35,0
7.7,22.6,0,68,39,0
23.7,31.5,11.2,88,61,1
7.2,14.9,0.2,82,63,0
8.6,15.2,0,76,62,0
14.4,22,0,59,51,0
18.4,22.2,0,51,21,0
10.6,14.8,4,89,84,0
22.1,24.7,5,93,89,1
23.6,31.1,0,57,63,0
6.3,22.2,0,61,31,0
16.6,24,8.2,95,84,0
12.1,27.8,0,66,33,0
5.7,29.5,0,34,12,0
10.9,20,2.8,70,45,0
12.5,26.2,0,41,17,0
19.3,30,0,64,63,0
18.1,32.2,0,78,23,0
21.9,29.4,0,63,51,0
15.3,26.1,0,84,60,0
7.5,14.9,0,54,48,0
8.7,24.5,0.8,51,25,0
12.5,35.9,0,47,12,0
5.8,16.1,0,63,51,0
5.7,13.1,3.6,85,71,0
20.6,35.7,0,68,30,0
11.2,19.2,18.6,100,57,0
6.3,13.4,9.8,70,46,0
5,15.4,0,95,52,0
22.6,26.9,108.2,92,100,1
11.5,25.2,0,49,39,0
12.5,17.5,1,76,77,0
7.3,17.1,0,68,50,0
16.8,23.8,3.6,58,51,0
9.2,21.2,0.2,59,40,0
11,13.6,1.6,92,90,1
16.1,33,0,73,49,0
8.7,22.5,0,86,41,0
4,16.3,0,77,40,0
8,15.2,2.4,85,64,1
7.6,16.3,0.2,99,98,0
18.2,29.9,9.8,89,54,1
10.7,32.9,0,54,13,0
11.5,33.6,0,75,28,0
7.4,11.3,17.5,97,65,1
9,18.5,0.4,57,39,1
4.1,13.6,0.2,90,69,0
4.4,17.5,0,83,47,0
5.9,14.1,0.2,95,67,0
17.8,28.1,1,80,57,1
20.7,28.4,16.4,73,81,0
0.7,15.2,0,76,52,0
1.2,13.7,0,100,66,1
8.7,24.5,0,87,47,0
5.8,15,1.2,54,60,0
23.7,33.1,5,57,50,0
8.1,18.3,0,63,44,1
5.1,19.7,0,83,77,1
-0.3,13.8,0,87,48,0
15.7,32.7,0,47,21,0
10.6,17.1,8,81,68,1
18.2,24.4,11.6,82,69,0
17.1,40.6,0,65,20,0
10.1,18.8,2,98,95,1
13,20.4,0.4,99,54,0
18.2,36.3,0,21,11,0
22.1,28.9,0,64,78,1
0.5,10.1,0,94,63,0
9.7,18.1,0,32,31,0
8.9,20,0,91,56,0
18,25.9,0,70,60,0
16.5,28.9,0,88,44,0
15.8,32.6,0,87,36,1
10.1,14.5,6.6,58,79,1
-0.1,18.4,0,64,44,0
5.1,20.9,0,45,33,0
2.5,20.5,0,56,30,0
21,32.2,0,66,59,0
21.8,29.8,15,80,61,0
14.1,17.7,1.6,73,59,0
0.3,17.5,0,77,59,1
11.1,20.9,0,57,42,0
15.6,21.1,0.2,89,71,0
18.4,34.6,0,55,25,0
17.1,23.3,21.4,85,72,1
12.4,28.6,0,45,18,0
18.8,24.9,0,82,90,1
4.8,15.5,1,97,71,1
-3,13.1,0,97,57,0
16.4,39.1,0,67,30,0
10.8,17.6,0,87,54,0
9.4,18.5,0,81,57,0
4.5,13.7,4.4,100,64,0
10.3,27.8,0,75,48,0
1.8,14.5,0.8,98,66,0
7.4,20.8,0.8,99,56,0
7.5,23.9,0,51,33,0
0.3,13.5,0,90,64,0
19.3,35,0,54,33,0
16.2,22.8,15.4,73,45,0
22.3,31.3,0,46,48,0
26.5,34.2,0,80,51,0
9.8,16.1,1,99,98,1
8.5,17.9,0.2,62,51,1
1.3,15.4,0,100,68,0
22.4,34,11.2,91,63,0
11,18.4,34.2,92,61,1
